age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,alcohol,amphet,amyl,benzos,caff,cannabis,choc,coke,crack,ecstacy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa
18-24,Male,NOCER,Other,White,40,41,45,43,27,CL6,CL3,CL3,CL6,CL4,CL5,CL5,CL2,CL2,CL3,CL5,CL5,CL6,CL2,CL0,CL2,CL6,CL0,CL2
25-34,Female,PROCER,USA,White,56,45,51,29,28,CL4,CL0,CL0,CL6,CL6,CL3,CL0,CL4,CL0,CL2,CL5,CL0,CL0,CL2,CL4,CL2,CL6,CL0,CL0
25-34,Male,MS,New Zealand,White,42,35,47,35,40,CL6,CL2,CL3,CL6,CL6,CL6,CL6,CL3,CL0,CL2,CL2,CL2,CL6,CL2,CL3,CL3,CL3,CL0,CL6
35-44,Male,PROCER,Australia,White,24,41,56,50,44,CL3,CL3,CL0,CL2,CL3,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
18-24,Male,MS,USA,White,40,48,38,37,38,CL5,CL5,CL0,CL4,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL6,CL0,CL2
18-24,Male,A18,USA,White,49,44,44,34,29,CL3,CL3,CL0,CL4,CL6,CL6,CL5,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL4,CL3,CL6,CL0,CL4
25-34,Female,PHD,UK,White,35,42,40,43,45,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,UNI,Other,White,39,26,46,47,32,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Male,NOCER,USA,White,41,31,49,16,38,CL6,CL3,CL0,CL3,CL6,CL6,CL6,CL3,CL0,CL4,CL2,CL2,CL3,CL2,CL2,CL3,CL6,CL0,CL0
18-24,Female,NOCER,USA,White,27,43,47,52,40,CL6,CL2,CL0,CL5,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL0,CL3,CL0,CL5,CL3,CL5,CL0,CL3
25-34,Female,UNI,Australia,White,51,28,51,36,30,CL4,CL2,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL2
35-44,Male,PROCER,USA,White,40,31,47,42,46,CL4,CL1,CL0,CL6,CL6,CL4,CL0,CL3,CL3,CL0,CL2,CL1,CL3,CL1,CL6,CL4,CL6,CL0,CL1
18-24,Female,NOCER,USA,White,54,26,54,52,33,CL6,CL3,CL0,CL4,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
45-54,Male,UNI,UK,White,38,32,41,41,37,CL1,CL1,CL1,CL3,CL6,CL1,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
18-24,Male,NOCER,Republic of Ireland,White,51,34,41,35,25,CL5,CL4,CL2,CL0,CL6,CL4,CL3,CL3,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
25-34,Male,MS,USA,White,38,35,48,43,34,CL5,CL6,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL4,CL5,CL4,CL4,CL4,CL3,CL0,CL2
25-34,Male,UNI,USA,White,14,37,38,33,48,CL5,CL6,CL5,CL3,CL6,CL2,CL4,CL2,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL2,CL0,CL0,CL0
35-44,Male,PROCER,USA,White,53,33,47,33,32,CL3,CL3,CL1,CL4,CL6,CL3,CL3,CL1,CL1,CL2,CL0,CL2,CL5,CL3,CL3,CL2,CL6,CL0,CL1
18-24,Male,NOCER,USA,White,37,41,47,39,37,CL5,CL4,CL2,CL4,CL6,CL6,CL5,CL6,CL3,CL5,CL2,CL3,CL2,CL3,CL3,CL3,CL5,CL0,CL2
45-54,Female,A18,Australia,White,30,44,44,46,48,CL1,CL6,CL2,CL6,CL5,CL6,CL5,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL2,CL6,CL0,CL0
25-34,Male,NOCER,USA,White,48,37,50,50,45,CL4,CL6,CL3,CL6,CL6,CL4,CL4,CL2,CL2,CL2,CL2,CL2,CL4,CL2,CL0,CL2,CL5,CL0,CL2
35-44,Female,UNI,USA,White,52,27,42,41,32,CL1,CL3,CL0,CL2,CL6,CL6,CL6,CL1,CL2,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL1
55-64,Female,MS,USA,Other,39,35,41,35,40,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Male,A18,Other,White,41,34,45,42,27,CL4,CL3,CL0,CL3,CL4,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL3,CL0,CL4,CL0,CL0
18-24,Female,MS,UK,White,40,41,48,48,38,CL6,CL2,CL2,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL5,CL3,CL3,CL0,CL0,CL6,CL0,CL0
18-24,Male,PHD,UK,White,27,51,56,53,38,CL6,CL2,CL2,CL4,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL3,CL3,CL0,CL0,CL5,CL4,CL0,CL0
18-24,Female,NOCER,UK,White,38,39,44,39,45,CL3,CL2,CL0,CL4,CL3,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL0
18-24,Male,NOCER,UK,White,42,52,57,46,39,CL4,CL5,CL0,CL0,CL5,CL6,CL5,CL3,CL0,CL6,CL0,CL3,CL6,CL0,CL0,CL0,CL6,CL0,CL0
45-54,Male,PROCER,Republic of Ireland,White,31,40,44,35,48,CL3,CL2,CL2,CL3,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL3,CL1,CL0,CL1,CL6,CL0,CL1
25-34,Female,UNI,Canada,White,42,39,47,43,33,CL6,CL2,CL2,CL3,CL4,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL3,CL1,CL0,CL0
18-24,Male,A17,USA,Other,44,32,36,37,43,CL5,CL6,CL0,CL0,CL6,CL5,CL4,CL5,CL0,CL4,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
18-24,Male,NOCER,USA,White,36,39,56,44,44,CL5,CL3,CL0,CL3,CL4,CL5,CL4,CL4,CL0,CL2,CL3,CL0,CL3,CL2,CL3,CL2,CL3,CL0,CL0
25-34,Female,PHD,UK,White,34,33,48,49,54,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Male,A17,Australia,White,32,42,46,44,45,CL4,CL5,CL4,CL5,CL6,CL2,CL4,CL4,CL0,CL3,CL0,CL0,CL3,CL2,CL0,CL3,CL6,CL0,CL0
25-34,Male,NOCER,USA,White,44,32,49,39,49,CL5,CL0,CL0,CL5,CL4,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL3,CL1,CL0,CL0
35-44,Male,UNI,USA,White,32,36,52,48,28,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL2,CL0,CL2,CL3,CL0,CL0,CL4,CL3,CL0,CL1
25-34,Male,UNI,USA,White,41,33,53,41,46,CL5,CL1,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL2,CL4,CL0,CL4,CL1,CL0,CL0
18-24,Male,A18,USA,White,44,38,55,38,34,CL6,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL3,CL2,CL0,CL0
45-54,Male,PROCER,USA,White,40,39,45,30,34,CL5,CL6,CL2,CL3,CL6,CL2,CL6,CL1,CL0,CL0,CL0,CL2,CL0,CL2,CL3,CL2,CL1,CL0,CL0
35-44,Female,UNI,USA,White,25,48,55,51,44,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL2,CL0,CL2,CL1,CL2,CL0,CL1,CL0,CL2,CL5,CL0,CL0
35-44,Male,NOCER,USA,White,37,36,46,38,43,CL3,CL0,CL0,CL5,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL2,CL6,CL0,CL1
18-24,Male,NOCER,USA,White,33,41,39,47,48,CL5,CL3,CL0,CL3,CL6,CL6,CL5,CL3,CL0,CL3,CL4,CL3,CL2,CL0,CL3,CL2,CL3,CL0,CL3
18-24,Female,NOCER,USA,White,40,41,55,47,46,CL4,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL0,CL3,CL0,CL2
18-24,Male,NOCER,USA,Other,36,34,52,41,49,CL4,CL5,CL0,CL6,CL6,CL6,CL6,CL6,CL1,CL3,CL3,CL3,CL2,CL3,CL3,CL3,CL6,CL0,CL0
25-34,Male,MS,USA,White,39,34,46,37,49,CL6,CL6,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,CL5,CL0,CL0
18-24,Male,NOCER,USA,Other,23,40,40,48,40,CL3,CL3,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL4,CL2,CL3,CL0,CL0,CL0
18-24,Male,NOCER,Other,White,44,39,46,34,35,CL5,CL2,CL0,CL6,CL2,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0
25-34,Female,NOCER,USA,White,31,42,47,53,43,CL5,CL0,CL0,CL3,CL6,CL2,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
25-34,Female,MS,USA,White,55,43,57,24,32,CL4,CL6,CL0,CL4,CL6,CL4,CL6,CL4,CL0,CL1,CL3,CL1,CL4,CL1,CL4,CL0,CL3,CL0,CL2
18-24,Male,NOCER,USA,White,28,38,42,48,40,CL0,CL3,CL0,CL4,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL6,CL3,CL0,CL0,CL0
18-24,Male,NOCER,USA,White,34,28,48,39,40,CL2,CL0,CL0,CL0,CL3,CL6,CL6,CL0,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL0,CL0
25-34,Male,NOCER,Other,White,52,37,42,40,34,CL5,CL3,CL2,CL3,CL6,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL2,CL3,CL3,CL0,CL0
25-34,Female,PROCER,Australia,White,40,37,42,56,36,CL6,CL3,CL2,CL3,CL6,CL4,CL6,CL3,CL0,CL3,CL0,CL4,CL4,CL4,CL3,CL4,CL5,CL0,CL0
18-24,Male,UNI,USA,White,31,47,52,41,53,CL5,CL3,CL0,CL3,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL4,CL3,CL3,CL0,CL3,CL0,CL0,CL0
45-54,Male,A16,USA,White,34,31,45,49,44,CL4,CL1,CL0,CL5,CL6,CL5,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL1,CL0,CL1
18-24,Male,NOCER,USA,White,44,38,50,37,35,CL5,CL5,CL0,CL3,CL6,CL5,CL5,CL0,CL0,CL3,CL3,CL0,CL4,CL0,CL4,CL0,CL6,CL0,CL3
18-24,Male,NOCER,Other,White,26,44,48,47,36,CL6,CL0,CL0,CL2,CL5,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL5,CL0,CL0,CL3,CL4,CL0,CL0
25-34,Female,UNI,UK,White,48,38,52,46,42,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL1
55-64,Female,PHD,USA,White,32,43,49,40,42,CL6,CL1,CL2,CL2,CL6,CL6,CL6,CL2,CL1,CL2,CL1,CL1,CL5,CL2,CL0,CL3,CL6,CL0,CL0
18-24,Male,NOCER,Canada,White,25,49,49,39,42,CL4,CL4,CL0,CL0,CL6,CL6,CL5,CL6,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL0
18-24,Male,MS,USA,White,18,42,51,54,48,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL2,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL0,CL2,CL0,CL0
18-24,Female,NOCER,USA,White,42,44,49,44,22,CL3,CL6,CL2,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL4,CL4,CL0,CL2,CL0,CL4,CL0,CL0
18-24,Male,A18,Canada,White,51,29,49,46,33,CL6,CL6,CL2,CL5,CL4,CL6,CL4,CL3,CL2,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL6,CL0,CL0
18-24,Male,NOCER,USA,White,14,47,53,53,38,CL5,CL3,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL0,CL5,CL0,CL0
35-44,Male,UNI,USA,White,39,41,51,36,45,CL5,CL2,CL0,CL5,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
18-24,Male,NOCER,USA,White,45,37,46,40,29,CL5,CL3,CL0,CL5,CL6,CL2,CL6,CL0,CL0,CL5,CL0,CL0,CL5,CL2,CL0,CL5,CL5,CL0,CL0
18-24,Male,NOCER,USA,White,41,38,42,38,38,CL4,CL3,CL0,CL0,CL6,CL6,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL5,CL0,CL0
25-34,Male,UNI,Canada,White,27,38,45,30,40,CL0,CL6,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0
25-34,Male,A16,USA,White,32,21,41,43,44,CL5,CL0,CL0,CL3,CL6,CL6,CL3,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL5,CL3,CL6,CL0,CL0
18-24,Male,NOCER,USA,White,55,19,37,45,27,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL3,CL6,CL0,CL0
25-34,Female,UNI,Other,White,37,28,49,49,29,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Male,NOCER,USA,White,39,46,57,38,37,CL5,CL4,CL4,CL4,CL5,CL6,CL4,CL5,CL0,CL4,CL6,CL0,CL4,CL3,CL4,CL4,CL5,CL0,CL0
18-24,Male,NOCER,USA,White,29,45,48,36,36,CL6,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL4,CL2,CL4,CL2,CL3,CL2,CL0,CL0
18-24,Male,A18,USA,Mixed-White/Asian,40,43,44,34,40,CL5,CL3,CL0,CL4,CL6,CL6,CL0,CL3,CL3,CL3,CL5,CL3,CL3,CL3,CL5,CL3,CL6,CL0,CL3
25-34,Male,NOCER,USA,White,44,30,49,36,33,CL3,CL2,CL0,CL5,CL6,CL6,CL4,CL3,CL0,CL2,CL0,CL0,CL2,CL2,CL5,CL2,CL6,CL0,CL2
18-24,Female,A18,UK,White,26,36,46,29,31,CL5,CL0,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL2
45-54,Male,UNI,UK,White,31,50,55,52,50,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Male,PROCER,USA,Other,37,40,51,28,51,CL6,CL0,CL2,CL3,CL6,CL6,CL5,CL3,CL3,CL0,CL4,CL0,CL3,CL4,CL0,CL5,CL0,CL0,CL0
18-24,Male,NOCER,Canada,Mixed-White/Black,22,33,50,36,39,CL3,CL3,CL0,CL0,CL3,CL3,CL5,CL0,CL2,CL3,CL0,CL5,CL5,CL3,CL0,CL3,CL3,CL0,CL0
45-54,Male,UNI,Australia,White,26,44,43,36,47,CL5,CL4,CL2,CL4,CL6,CL3,CL5,CL3,CL0,CL4,CL0,CL0,CL1,CL3,CL0,CL0,CL0,CL0,CL0
18-24,Male,NOCER,Canada,White,23,47,50,39,36,CL5,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL4,CL2,CL0,CL0
18-24,Male,NOCER,Other,White,33,32,48,40,34,CL5,CL0,CL0,CL0,CL3,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL5,CL0,CL0,CL3,CL0,CL0
18-24,Female,NOCER,Canada,White,45,41,50,42,26,CL4,CL6,CL0,CL0,CL5,CL3,CL4,CL3,CL0,CL4,CL0,CL0,CL2,CL0,CL0,CL0,CL4,CL0,CL2
18-24,Male,NOCER,Australia,White,33,41,50,40,42,CL5,CL4,CL3,CL4,CL6,CL6,CL6,CL0,CL2,CL4,CL0,CL2,CL4,CL5,CL0,CL4,CL5,CL0,CL4
35-44,Female,PROCER,UK,White,43,43,36,37,43,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
25-34,Male,PROCER,USA,White,48,36,52,43,35,CL6,CL6,CL0,CL5,CL6,CL6,CL6,CL2,CL0,CL2,CL2,CL0,CL5,CL4,CL5,CL3,CL6,CL0,CL0
18-24,Male,PROCER,Canada,White,34,49,55,44,31,CL5,CL4,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL5,CL0,CL0,CL4,CL3,CL0,CL3,CL0,CL0,CL0
18-24,Male,NOCER,USA,White,40,44,44,37,42,CL5,CL4,CL3,CL2,CL5,CL5,CL6,CL2,CL0,CL4,CL0,CL0,CL5,CL3,CL0,CL3,CL3,CL0,CL0
25-34,Female,MS,USA,White,39,48,45,38,34,CL5,CL5,CL0,CL5,CL5,CL5,CL6,CL4,CL0,CL3,CL0,CL3,CL0,CL2,CL4,CL4,CL2,CL0,CL0
18-24,Female,NOCER,Other,White,24,41,51,35,30,CL4,CL0,CL0,CL4,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL4,CL3,CL0,CL0
18-24,Female,PROCER,USA,White,46,46,48,32,35,CL4,CL3,CL0,CL6,CL4,CL5,CL5,CL3,CL0,CL3,CL2,CL0,CL3,CL0,CL6,CL2,CL6,CL0,CL2
18-24,Female,A18,USA,White,46,38,47,33,37,CL6,CL3,CL0,CL3,CL5,CL6,CL5,CL4,CL0,CL6,CL0,CL0,CL6,CL4,CL0,CL3,CL6,CL0,CL3
18-24,Male,NOCER,USA,White,33,44,48,40,42,CL5,CL3,CL0,CL5,CL6,CL6,CL6,CL3,CL3,CL3,CL0,CL3,CL3,CL3,CL5,CL3,CL6,CL0,CL0
25-34,Male,PHD,USA,White,31,22,30,42,41,CL5,CL0,CL2,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Female,NOCER,USA,White,45,38,46,43,39,CL5,CL2,CL0,CL0,CL5,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL5,CL0,CL4,CL3,CL0,CL0,CL0
18-24,Male,UNI,USA,White,42,49,50,44,48,CL6,CL5,CL0,CL4,CL6,CL5,CL3,CL4,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL2
25-34,Female,UNI,USA,White,41,44,54,42,31,CL5,CL3,CL0,CL3,CL6,CL6,CL4,CL2,CL2,CL2,CL0,CL2,CL2,CL2,CL2,CL2,CL3,CL0,CL0
35-44,Male,A16,USA,White,47,36,47,47,30,CL2,CL2,CL0,CL2,CL3,CL3,CL6,CL2,CL2,CL3,CL1,CL0,CL2,CL1,CL0,CL1,CL6,CL0,CL1
18-24,Male,NOCER,USA,Mixed-White/Black,26,52,54,44,46,CL3,CL0,CL0,CL0,CL3,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
18-24,Female,A18,USA,White,37,41,53,40,41,CL6,CL3,CL0,CL2,CL4,CL6,CL5,CL3,CL3,CL3,CL0,CL3,CL3,CL3,CL2,CL3,CL3,CL0,CL0
18-24,Female,UNI,Other,Other,46,31,53,29,38,CL6,CL2,CL0,CL2,CL5,CL6,CL4,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL2
18-24,Female,NOCER,Other,White,51,37,49,47,45,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Male,UNI,UK,White,43,37,50,47,41,CL5,CL4,CL4,CL3,CL6,CL4,CL4,CL5,CL0,CL4,CL0,CL5,CL5,CL0,CL5,CL3,CL6,CL0,CL0
18-24,Male,NOCER,USA,White,36,32,46,45,46,CL4,CL2,CL0,CL3,CL2,CL6,CL4,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL3,CL3,CL3,CL0,CL0
55-64,Male,MS,USA,White,37,44,50,41,46,CL5,CL1,CL1,CL3,CL6,CL1,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
45-54,Female,MS,UK,White,21,45,54,47,42,CL5,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Male,UNI,USA,White,36,45,52,40,50,CL4,CL0,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0
25-34,Male,A18,USA,White,39,42,52,50,36,CL5,CL2,CL5,CL2,CL6,CL6,CL5,CL2,CL1,CL3,CL0,CL0,CL4,CL3,CL0,CL2,CL6,CL0,CL2
18-24,Female,UNI,UK,White,35,41,49,34,45,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,NOCER,UK,White,40,40,48,47,42,CL2,CL1,CL0,CL5,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
35-44,Female,UNI,UK,White,46,30,43,42,35,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,UNI,UK,White,24,45,37,36,41,CL3,CL2,CL1,CL1,CL6,CL1,CL4,CL2,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL1
45-54,Female,UNI,UK,White,27,26,36,52,48,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
25-34,Female,UNI,UK,White,41,40,39,44,31,CL6,CL3,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL1
45-54,Female,UNI,UK,White,24,51,46,44,54,CL4,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
45-54,Female,PROCER,UK,White,24,38,30,53,32,CL3,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
55-64,Male,UNI,UK,White,37,36,40,40,32,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
45-54,Female,PROCER,UK,White,30,38,44,51,46,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,MS,UK,White,31,39,55,43,48,CL5,CL0,CL0,CL3,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
35-44,Female,MS,UK,White,27,39,49,40,49,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,PHD,UK,Mixed-White/Asian,43,39,54,40,47,CL6,CL1,CL0,CL3,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
35-44,Female,A17,UK,White,39,28,32,36,31,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,UNI,UK,White,32,31,32,45,40,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
25-34,Female,UNI,UK,Other,36,34,44,40,37,CL3,CL0,CL0,CL3,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,UNI,UK,White,49,35,48,52,43,CL6,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,UNI,UK,White,26,36,46,34,46,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,MS,UK,White,50,31,41,37,42,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,PHD,UK,White,27,45,42,39,42,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,MS,UK,White,32,34,43,35,41,CL3,CL0,CL0,CL1,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,UNI,UK,White,29,42,44,45,36,CL5,CL1,CL1,CL1,CL6,CL6,CL4,CL1,CL1,CL3,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
25-34,Female,NOCER,UK,White,50,36,53,50,36,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,PROCER,UK,White,39,46,39,44,46,CL6,CL1,CL1,CL0,CL6,CL3,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
45-54,Female,UNI,UK,White,36,39,41,45,46,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
25-34,Female,PROCER,UK,White,32,34,38,47,42,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,A16,UK,White,28,40,38,41,44,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
